Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
ANALYTICS MANAGER (WEB ,2.5,TVGla,"Los Angeles, CA",1976,Company - Private,Motion Picture Production & Distribution,Media,$5 to $10 million (USD),-1,0,Los Angeles, CA,94.0
Data Engineer,2.0,Ledgent Technology,"Costa Mesa, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,Los Angeles, CA,94.0
Data Engineer,4.1,BayOne Solutions,"Pleasanton, CA",1976,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,Los Angeles, CA,94.0
Data Engineer,5.0,Sense360,"Culver City, CA",2014,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Culver City, CA,109.0
Data Analyst,5.0,LEAPROS,"Dana Point, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Long Beach, CA,109.0
Consultant,3.6,Epiq,"New York, NY",1988,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),-1,0,Los Angeles, CA,109.0
Data Analyst,3.1,Systech Business Solutions,"Glendale, CA",1993,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,Glendale, CA,109.0
Data Engineer,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,109.0
Data Engineer,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,109.0
Data Analyst,4.0,Unilever,"London, United Kingdom",1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Procter & Gamble, Nestlé, Johnson & Johnson",0,Marina del Rey, CA,109.0
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Glendale, CA,109.0
Data Analyst,3.2835763622409817,"Recargo, Inc., makers of PlugShare",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,El Segundo, CA,109.0
VRL,3.2835763622409817,EUROFINS SCIENT.,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,109.0
Consultant,4.0,Kaiser Permanente,"Oakland, CA",1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"HCA Healthcare, Dignity Health, Sutter Health",0,Burbank, CA,109.0
Data Analyst,3.1,Molina Healthcare,"Long Beach, CA",1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,Long Beach, CA,109.0
BILLINGUAL CHINESE,3.7,Tripalink,"Los Angeles, CA",2016,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0,Los Angeles, CA,109.0
Data Engineer,3.2835763622409817,Pro Lancer,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,109.0
Data Scientist,3.6,Humana,"Louisville, KY",1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,Torrance, CA,109.0
Data Analyst,2.8,SAG-AFTRA Health Plan and SAG-Producers Pension Plan,"Burbank, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Burbank, CA,53.0
DIRECTOR,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,53.0
Data Scientist,3.9,Cedars-Sinai,"Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",0,Los Angeles, CA,53.0
Data Scientist,4.7,BioDiscovery Inc,"El Segundo, CA",1997,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,El Segundo, CA,53.0
VRL,3.4,Eurofins Scientific,"Luxembourg, Luxembourg",1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Los Angeles, CA,53.0
Data Analyst,3.0,Arize Corporation,"New York, NY",1976,Company - Private,Publishing,Media,$50 to $100 million (USD),-1,0,Anaheim, CA,53.0
Data Engineer,3.9,Capital Group,"Los Angeles, CA",1931,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,0,Los Angeles, CA,53.0
Data Engineer,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,53.0
Data Scientist,2.6,Eurofins USA Environment Testing,"Quebec, Canada",2005,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,-1,0,Monrovia, CA,53.0
Data Engineer,3.9,BlackLine,"Woodland Hills, CA",2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Trintech,0,Woodland Hills, CA,53.0
Data Engineer,2.4,Aspiration,"Marina del Rey, CA",2013,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD),-1,0,Los Angeles, CA,53.0
OPERATION ANALYTICS MANAGER,4.0,Walt Disney Co.,"Burbank, CA",1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),"News Corp, WarnerMedia, NBCUniversal",0,Los Angeles, CA,53.0
Data Engineer,2.7,TrueCar,"Santa Monica, CA",2005,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"Edmunds.com, Autotrader, Cars.com",0,Santa Monica, CA,53.0
Data Scientist,3.2,Grifols,"Barcelona, Spain",1909,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Los Angeles, CA,53.0
Data Analyst,3.2835763622409817,NextDeavor Services,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Carson, CA,53.0
Data Scientist,3.5,Exponent,"Menlo Park, CA",1967,Company - Public,Consulting,Business Services,$100 to $500 million (USD),-1,0,Los Angeles, CA,53.0
Data Analyst,3.3,City of Hope,"Duarte, CA",1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"MD Anderson Cancer Center, Memorial Sloan Kettering, UCLA Health",0,Irwindale, CA,53.0
Data Engineer,4.3,Yorke Engineering,"New York, NY",1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1,0,Los Angeles, CA,53.0
Data Scientist,3.6,SDL,"Maidenhead, United Kingdom",1992,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"AMPLEXOR, TransPerfect, Lionbridge",0,Los Angeles, CA,53.0
Data Analyst,3.2,Farmers & Merchants Bank,"Long Beach, CA",1976,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1,0,Seal Beach, CA,56.0
Data Engineer,5.0,NxT Level,"Tacoma, WA",2017,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,Torrance, CA,56.0
Data Analyst,4.9,Cypress HCM,"Walnut Creek, CA",2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Los Angeles, CA,56.0
Data Analyst,3.2835763622409817,Kforce Technology Staffing,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,56.0
Data Scientist,3.7,CSL Behring,"King of Prussia, PA",2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Pasadena, CA,56.0
Data Analyst,3.5,"Internet Brands, Inc.","El Segundo, CA",1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),-1,0,Los Angeles, CA,56.0
Data Scientist,3.7,CSL Behring,"King of Prussia, PA",2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Pasadena, CA,56.0
Data Analyst,3.8,Odesus,"Los Angeles, CA",2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,Burbank, CA,56.0
Data Scientist,3.7,"Tetra Tech, Inc.","Pasadena, CA",1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,0,Los Angeles, CA,56.0
Data Scientist,2.6,Eurofins USA Environment Testing,"Quebec, Canada",2005,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,-1,0,Monrovia, CA,56.0
OPERATION ANALYTICS MANAGER,2.8,21st Century Fox,"Los Angeles, CA",1993,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,0,Los Angeles, CA,56.0
Data Engineer,4.3,Nasa Jet Propulsion Laboratory,"Pasadena, CA",1936,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,Pasadena, CA,56.0
Data Analyst,4.1,Blue Shield of California,"Oakland, CA",1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,Woodland Hills, CA,56.0
VP OF DATA SCIENCE & ANALYTICS,3.6,Snap,"Santa Monica, CA",2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Facebook, Twitter, WhatsApp",0,Los Angeles, CA,56.0
Data Scientist,3.2835763622409817,"Myst Therapeutics, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,56.0
Data Analyst,3.2,Stamps.com,"El Segundo, CA",1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Pitney Bowes, US Postal Service, Envelope Manager Software",0,El Segundo, CA,56.0
Data Scientist,3.4,Kite Pharma,"Santa Monica, CA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,0,Santa Monica, CA,56.0
Data Engineer,3.7,NortonLifeLock,"Tempe, AZ",2019,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Microsoft, McAfee, Trend Micro",0,Culver City, CA,56.0
Data Scientist,4.2,U.S. Air Force,"Washington, DC",1947,Government,Federal Agencies,Government,$10+ billion (USD),-1,0,Los Angeles, CA,56.0
Data Analyst,4.7,AIDS Healthcare Foundation,"Los Angeles, CA",1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Kaiser Permanente, CVS Health, Walgreens",0,Los Angeles, CA,56.0
DATA MODELER,3.2835763622409817,Cloud Data Systems Inc,"South Windsor, CT",1976,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,0,Monterey Park, CA,56.0
Data Analyst,2.8,Camden Kelly Corporation,"Dallas, TX",2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Scientist,3.6,Activision Blizzard,"Santa Monica, CA",1979,Company - Public,Video Games,Media,$5 to $10 billion (USD),-1,0,Woodland Hills, CA,148.5
Data Scientist,3.1,"Integrated Resources, Inc","Edison, NJ",1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,Santa Monica, CA,148.5
Data Analyst,4.1,Kforce,"Tampa, FL",1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,0,Los Angeles, CA,148.5
ANALYTICS MANAGER,3.8,Oxford Road,"Los Angeles, CA",2013,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Engineer,3.7,Warner Media LLC,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Los Angeles, CA,148.5
DIRECTOR,3.2,Cadreon,"New York, NY",2009,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Analyst,3.5,"Internet Brands, Inc.","El Segundo, CA",1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),-1,0,Los Angeles, CA,148.5
Data Scientist,3.2,Perkinelmer,"Waltham, MA",1937,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Los Angeles, CA,148.5
Data Scientist,3.9,The Aerospace Corporation,"El Segundo, CA",1960,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,El Segundo, CA,148.5
Data Analyst,3.8,Login Consulting Services,"El Segundo, CA",1976,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,El Segundo, CA,148.5
Data Engineer,4.6,Nikola Motor Company,"Phoenix, AZ",2014,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Less than $1 million (USD),-1,0,Los Angeles, CA,148.5
DATA SCIENCE RESIDENT,3.2835763622409817,Galvanize Inc.,"Harrisburg, NC",1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Analyst,2.9,T.H.E. Health & Wellness Centers,"Indianapolis, IN",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Scientist,3.8,Apex Systems,"Glen Allen, VA",1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",1,Torrance, CA,148.5
Data Scientist,2.8,TransPerfect,"New York, NY",1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,0,Los Angeles, CA,148.5
Data Engineer,5.0,WB Technology,"Bishnupur , India",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Burbank, CA,148.5
Data Analyst,4.5,Mobilityware,"Irvine, CA",1990,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0,Los Angeles, CA,148.5
Data Scientist,4.1,Provivi,"Santa Monica, CA",1976,Company - Private,-1,Unknown,$1 to $5 million (USD),-1,0,Santa Monica, CA,148.5
Data Engineer,3.9,Riot Games,"Los Angeles, CA",2006,Company - Private,Video Games,Media,Unknown / Non-Applicable,"Blizzard Entertainment, Valve Corporation, Electronic Arts",1,Los Angeles, CA,148.5
Data Analyst,3.4,"EMINENT, INC.","Williamsville, NY",1976,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,Cerritos, CA,148.5
Data Engineer,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,148.5
Data Scientist,3.7,CSL Behring,"King of Prussia, PA",2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,0,Pasadena, CA,148.5
Data Scientist,3.7,California Hospital Medical Center,"San Francisco, CA",1976,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Sutter Health, Kaiser Permanente, Tenet Healthcare",0,Los Angeles, CA,148.5
Data Scientist,3.3,City of Hope,"Duarte, CA",1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"MD Anderson Cancer Center, Memorial Sloan Kettering, UCLA Health",0,Irwindale, CA,148.5
Data Scientist,3.9,Cedars-Sinai,"Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",0,Los Angeles, CA,148.5
Data Analyst,4.7,DISQO,"Glendale, CA",2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,Glendale, CA,148.5
MANAGER,3.4,Gilead Sciences,"Foster City, CA",1987,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,Santa Monica, CA,148.5
Data Analyst,3.2,SCAN Health Plan,"Long Beach, CA",1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,0,Long Beach, CA,148.5
Data Analyst,4.3,"ConsultNet, LLC","South Jordan, UT",1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,Burbank, CA,150.0
Data Analyst,3.6,City National Bank,"Los Angeles, CA",1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",0,Los Angeles, CA,150.0
CALL CENTER ANALYTICS MANAGER,2.4,Frontier Communications,"Norwalk, CT",1935,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 billion (USD),"Comcast, Spectrum Comm, Windstream",0,Long Beach, CA,150.0
Data Analyst,3.2835763622409817,Oakwood Search - CHURN,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,150.0
Data Analyst,4.2,"Aviana Global Technologies, Inc","Brea, CA",1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),"OpenSymmetry, Perficient, DataClarity",0,Los Angeles, CA,150.0
MANAGER,4.4,Honey,"Los Angeles, CA",2012,Subsidiary or Business Segment,Internet,Information Technology,$100 to $500 million (USD),-1,1,Los Angeles, CA,150.0
Data Engineer,2.9,FabFitFun,"Los Angeles, CA",2010,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,"Birchbox, ipsy, Stitch Fix",0,Los Angeles, CA,150.0
SR PREDICTIVE ANALYTICS MANAGER,3.5,Farmers Insurance,"Woodland Hills, CA",1928,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),"Progressive Insurance, State Farm, Allstate",0,Los Angeles, CA,150.0
OPERATION ANALYTICS MANAGER,3.6,true[x],"Los Angeles, CA",2007,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,Los Angeles, CA,150.0
Data Engineer,3.7,Turner Broadcasting,"New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0,Burbank, CA,150.0
Data Engineer,5.0,Techstyle Group LLC,"Hayward, CA",1976,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,El Segundo, CA,150.0
Data Analyst,2.4,To Help Everyone Health & Wellness Centers,"Los Angeles, CA",1976,Nonprofit Organization,-1,Unknown,Unknown / Non-Applicable,-1,0,Los Angeles, CA,150.0
Data Analyst,4.6,Akraya Inc.,"Santa Clara, CA",2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",0,Los Angeles, CA,150.0
Data Engineer,4.4,Retention Science,"Santa Monica, CA",2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),"AgilOne, IBM",0,Santa Monica, CA,150.0
Data Analyst,3.2835763622409817,Bloom Ads Global Media Group,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,150.0
Data Engineer,3.2835763622409817,Sense 360,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Culver City, CA,150.0
LABORATORY TECHNICIAN,3.2835763622409817,EvolvInc,"Los Angeles, CA",2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Carson, CA,150.0
Data Analyst,3.2835763622409817,Catasys Health,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Los Angeles, CA,150.0
Data Scientist,3.9,Cedars-Sinai,"Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",0,Los Angeles, CA,150.0
Data Analyst,5.0,"Staffigo Technical Services, LLC","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Los Angeles, CA,150.0
